web_scraper_order,web_scraper_start_url,data,data2,data3,image
"1786188206-10","https://sawa9ly.app/category/13?page=9","","Projecteur LED ciel étoilé pour enfants, lampe de nuit, romantique, coloré RGB","1,250 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/16245/Projecteur-LED-ciel-etoile-pour-enfants-lampe-de-nuit-romantique-colore-1.jpg"
"1786188206-11","https://sawa9ly.app/category/13?page=9","","Compteur de doigt perle Tasbih islamique – جهاز تسبيح رقمي محمول، سبحة صلاة مع عداد رقمي","800 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/16032/tasbih121.jpg"
"1786188206-12","https://sawa9ly.app/category/13?page=9","","Civière de support lombaire pour massage du dos, planche vertébrale, muscle inférieur et supérieur, instituts oto pour hernie discale","1,450 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/15875/Civiere-1.jpg"
"1786188206-13","https://sawa9ly.app/category/13?page=9","","Poncho à capuche Transparent imperméable Pour Adulte protection d’urgence","600 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/13886/Manteau-de-pluie-3.jpg"
"1786188206-14","https://sawa9ly.app/category/13?page=9","","Manteau imperméable à capuche transparent, léger et réfléchissant,","1,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/13865/Manteau-impermeable-a-capuche-transparent-leger-et-reflechissant-impermeable-600x600.jpg"
"1786188206-15","https://sawa9ly.app/category/13?page=9","","Brosse double face pour enlever les poils d’animaux, la poussière et les peluches, vêtements, meubles, canapé, tapis – فرشاة لإزالة شعر الحيوانات الأليفة والغبار والوبر","1,600 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/13742/71Hs4LQfuQL.jpg"
"1786188206-17","https://sawa9ly.app/category/13?page=9","","زوج  وسادات الكعب الناعمة من السيليكون، تخفف من آلام الكعب الأخمصي، لالتهاب وتر العرقوب الذي يقف لفترة طويلة","800 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/8894/1691160501920-3371594c96af4f49990154226b3272e0-goods-(1).webp"
"1786188206-18","https://sawa9ly.app/category/13?page=9","","الكتاب الالكتروني للمفردات العربية لتعليم سهل و مرح Livre Electronique De Vocabulaire Arabe Pour Un Apprentissage Facile Et Amusant","1,800 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/5965/ilictobook.webp"
"1786188206-19","https://sawa9ly.app/category/13?page=9","","Ensemble 10PCS Protège-Aisselles De Sueur","800 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/5207/8PCS-8.jpg"
"1786188206-20","https://sawa9ly.app/category/13?page=9","","Talon en silicone pour augmenter la hauteur – Unisexe","850 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/5187/WhatsApp-Image-2022-07-27-at-17.17.09.jpeg"
"1786188201-1","https://sawa9ly.app/category/13?page=8","","Panier de Pique-Nique 30L Isotherme, Chauds et Froids","1,900 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/22127/Sac-Picnic-cnc.jpg"
"1786188201-2","https://sawa9ly.app/category/13?page=8","","Kit De Natation Pour Enfants Hydro-Swim  Bestway #24036","1,750 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/22070/24036-01.png"
"1786188201-3","https://sawa9ly.app/category/13?page=8","","Matelas Sac Fashion 183 x 69 cm Bestway #44033","1,500 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/22032/44033-cnc.jpg"
"1786188201-4","https://sawa9ly.app/category/13?page=8","","Bouée Géant Gonflable Cygne Avec 2 Poignées Bestway #41123","3,150 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/22014/41123-CNC.jpg"
"1786188201-5","https://sawa9ly.app/category/13?page=8","","Tenue de Soutnance Unisexe Taille Standard avec Echarppe Rouge","2,300 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/22009/tenue-soutnance-1-1.jpg"
"1786188201-6","https://sawa9ly.app/category/13?page=8","","Piscine Gonflable Ronde 152 cm x 51 cm Bestway #51121","6,400 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/21763/Bestway-Piscine-51121-CNC.jpg"
"1786188201-7","https://sawa9ly.app/category/13?page=8","","Bestway Piscine Gonflable 3D Aventure Sous-Marine #54177","16,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/21740/54177_01.jpg"
"1786188201-8","https://sawa9ly.app/category/13?page=8","","INTEX Piscine Gonflable pour Enfants, Centre de Jeux Aquatiques 57113NP","4,500 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/21627/57113NP-cnc.jpg"
"1786188201-9","https://sawa9ly.app/category/13?page=8","","Bestway Aspirateur Automatique Pour Le Nettoyage Des Piscines Hors Sol 58628","24,500 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/21616/58628-CNC.jpg"
"1786188201-10","https://sawa9ly.app/category/13?page=8","","Bestway 58233 Flowclear Écumoire suspendue pour systèmes de filtration","7,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/21587/58233-cnc.jpg"
"1786188201-11","https://sawa9ly.app/category/13?page=8","","Steel Pro Max™ Piscine Ronde Avec Filtre et Pompe 305x76cm Bestway","46,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/21561/56408-cnc.jpg"
"1786188201-12","https://sawa9ly.app/category/13?page=8","","Steel Pro Max™ Piscine Ronde Avec Filtre et Pompe 366x76cm Bestway","51,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/21550/56416-cnc.jpg"
"1786188201-13","https://sawa9ly.app/category/13?page=8","","Steel Pro Max™ Piscine Ronde Avec Pompe Filtrante et Echelle 366x10cm Bestway","75,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/21545/56418-3.jpg"
"1786188201-14","https://sawa9ly.app/category/13?page=8","","Steel Pro™ Piscine Rectangulaire Avec Pompe Filtrante 400 x 211 x 81 cm Bestway","65,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/21536/56424-cnc.jpg"
"1786188201-15","https://sawa9ly.app/category/13?page=8","","Steel Pro™ Piscine Rectangulaire 221 x 150 x 43cm Bestway 56401","27,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/21503/56401-cnc.jpg"
"1786188201-16","https://sawa9ly.app/category/13?page=8","","Steel Pro™ Piscine Rectangulaire 259 x 170 x 61cm Bestway 56403","38,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/21498/56403-cnc.jpg"
"1786188201-17","https://sawa9ly.app/category/13?page=8","","Steel Pro™ Piscine Rectangulaire 400 x 211 x 81cm Bestway","59,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/21491/56405-cnc.jpg"
"1786188201-18","https://sawa9ly.app/category/13?page=8","","Steel Pro™ Piscine Rectangulaire 300 x 201 x 66cm Bestway","46,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/21486/56404-2.jpg"
"1786188201-19","https://sawa9ly.app/category/13?page=8","","Souffleur Barbecue à Main","650 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/20999/Souffleur-a-main-cnc.jpg"
"1786188201-20","https://sawa9ly.app/category/13?page=8","","Bestway bateau Kondor Elite™ 3000 - 246 x 122 x 45 cm 61145","14,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/20226/couv-47.jpg"
"1786188197-1","https://sawa9ly.app/category/13?page=7","","Sac à Dos orthopédique d’école primaire et Tablet LCD pour Enfants Cadeau - Rose","3,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/26175/Pack-Sac-Tablet-rose.jpg"
"1786188197-2","https://sawa9ly.app/category/13?page=7","","Tablet d'écriture LCD pour Enfants 12 Pouces - Pikatchu","1,250 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/26135/Pikachu-cnc.jpg"
"1786188197-3","https://sawa9ly.app/category/13?page=7","","Gants Robotiques de Rééducation Hémiplégique, Entraînement des Doigts et des Mains","43,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/25992/reducation.jpg"
"1786188197-5","https://sawa9ly.app/category/13?page=7","","Planche à dessin graffiti lumineux pour enfants avec stylo UV","800 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/25938/Draw-with-light-CNC.jpg"
"1786188197-6","https://sawa9ly.app/category/13?page=7","","Petit sac de courses à disques rétractable - حقيبة تسوق قرصية صغيرة قابلة للسحب","1,150 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/25542/PANIER-Courses-cnc.jpg"
"1786188197-7","https://sawa9ly.app/category/13?page=7","","Bouteille Thermos en Acier Inoxydable 500 ml avec Paille, Motif Lapin pour Enfants","1,700 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/24841/Gourde-New-cnc.jpg"
"1786188197-8","https://sawa9ly.app/category/13?page=7","","Lampe Tactile en Silicone Rechargeable USB - Veilleuse Enfant Panda","2,400 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/24769/Panda-veilleuse-cnc.jpg"
"1786188197-9","https://sawa9ly.app/category/13?page=7","","Lampe Tactile en Silicone Rechargeable USB - Veilleuse Enfant Lapin","2,200 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/24507/Silicone-Ball-cnc.jpg"
"1786188197-10","https://sawa9ly.app/category/13?page=7","","Kit Barbe Tondeuse Hybride, Ciseaux Barbe et Moustache, Peigne Sculptant - Pochette Barb'Xpert","3,500 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/24197/Kit-Barbe-cnc.jpg"
"1786188197-11","https://sawa9ly.app/category/13?page=7","","Attelle de doigt réglable avec barre en aluminium pour correction des doigts","900 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/23738/Finger-Clip-cnc.jpg"
"1786188197-12","https://sawa9ly.app/category/13?page=7","","Kit de voyage 3in1 Oreiller en mousse à mémoire de forme en forme de U avec Bouchon d’oreille et Bandeau Yeux","2,100 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/23127/Staricare-Coussin-cnc.jpg"
"1786188197-13","https://sawa9ly.app/category/13?page=7","","Organisateur Chaussures Sac de Voyage 3 Compartiment imperméable","1,900 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/22531/Shoes-Bag-cnc.jpg"
"1786188197-14","https://sawa9ly.app/category/13?page=7","","Piège de Pêche Poissons 8 Trous Facile a Installer 80cm","2,250 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/22500/fishing-net-cnc.jpg"
"1786188197-15","https://sawa9ly.app/category/13?page=7","","Bestway Masque et Tuba Crusader pour Jeunes Enfants à partir de 7 Ans 24025","3,200 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/22425/couuv.jpg"
"1786188197-16","https://sawa9ly.app/category/13?page=7","","INTEX Gilet de sauvetage pour Enfants","5,500 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/22414/Intex-69680EU-CNC.jpg"
"1786188197-18","https://sawa9ly.app/category/13?page=7","","Bouée Gonflable Dinosaur Pour Enfants 135 x 198 cm Bestway #41105","3,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/22207/41105-cnc.jpg"
"1786188197-19","https://sawa9ly.app/category/13?page=7","","Matelas Floral Fantasy 183 x 69 cm Bestway #44083","1,650 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/22164/44083-cnc.jpg"
"1786188197-20","https://sawa9ly.app/category/13?page=7","","Bouée Gonflable Nautical 119 cm Bestway #36353","2,300 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/22156/36353-cnc.jpg"
"1786188192-1","https://sawa9ly.app/category/13?page=6","","Mini Machine à Coudre Portable Manuelle","500 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/29343/Spring-come-4.jpg"
"1786188192-2","https://sawa9ly.app/category/13?page=6","","Ensembles d'entraînement pour femmes - Tenue de gymnastique sans couture à 2 pièces Vert","3,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/29317/Tenue-femmes-gym-cnc-vert.jpg"
"1786188192-3","https://sawa9ly.app/category/13?page=6","","Tablet d’écriture LCD pour Enfants 12 Pouces Grand Model – Cinnamoroll","1,200 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/29302/Cinnamoroll-tablet-cnc.jpg"
"1786188192-4","https://sawa9ly.app/category/13?page=6","","Masseur de corps multifonctionnel à six roues à billes et deux boules","1,900 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/29276/massager-2in1-cnc.jpg"
"1786188192-5","https://sawa9ly.app/category/13?page=6","","Rallonge Multiprise Protecteur - 5 Prises","1,200 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/28895/Ralonge-surge-cnc.jpg"
"1786188192-6","https://sawa9ly.app/category/13?page=6","","Cape Poncho Pluie Enfant Impermeable Anti Pluie","1,300 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/28890/capuche-new-v-cnc.jpg"
"1786188192-7","https://sawa9ly.app/category/13?page=6","","Courroie de sécurité réglable pour chaise roulant anti-chute","2,500 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/28800/Ceinture-chaise-R-cnc.jpg"
"1786188192-8","https://sawa9ly.app/category/13?page=6","","Housse Anti-poussière Machine à Laver En Tissu Imperméable – FIRLA","950 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/28720/couvre-machine-cnc-1.jpg"
"1786188192-9","https://sawa9ly.app/category/13?page=6","","Stitch Lampe de Bureau et Veilleuse Ambiante pour Enfants avec Taille-crayon","1,250 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/28032/Lamp-Stich-cnc.jpg"
"1786188192-10","https://sawa9ly.app/category/13?page=6","","Lampe de table LED pour chambre d'enfant, rechargeable en forme de montgolfière","1,900 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/27924/Ballon-lamp-cnc.jpg"
"1786188192-11","https://sawa9ly.app/category/13?page=6","","Paires Chaussettes de Yoga pour Femme Antidérapantes","1,100 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/27918/Yoga-Shoes-cnc.jpg"
"1786188192-12","https://sawa9ly.app/category/13?page=6","","Veilleuse LED en forme de Lapin en siliconé pour enfants, avec capteur tactile","2,300 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/27884/Rabbit-Silicone-cnc.jpg"
"1786188192-13","https://sawa9ly.app/category/13?page=6","","مسك الرمان الطبيعي الاصلي","1,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/27711/Musk-Roman-cnc-(1).jpg"
"1786188192-14","https://sawa9ly.app/category/13?page=6","","Poêle à frire épaissie Poêle à omelette antiadhésive pour œufs, crêpes, steak","1,900 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/27572/Poele-4-separation-cnc.jpg"
"1786188192-15","https://sawa9ly.app/category/13?page=6","","Cuir Ceinture Trou Punch + Bouton Pression Outil Kit","1,400 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/27535/Hole-Punch-1.jpg"
"1786188192-16","https://sawa9ly.app/category/13?page=6","","Boîte à Manger en Inox 304 , pratique et facile à transporter","1,200 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/27281/Porte-manger-lunettes-cnc.jpg"
"1786188192-17","https://sawa9ly.app/category/13?page=6","","Boîte à lunch 3 Compartiment en Inox 304 , pratique et facile à transporter","3,450 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/27248/Bento-3-Layers-cnc.jpg"
"1786188192-18","https://sawa9ly.app/category/13?page=6","","Mini Machine De Scellage Sacs Rechargeable USB","1,550 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/27214/Sealing-Machine-cnc.jpg"
"1786188192-19","https://sawa9ly.app/category/13?page=6","","خلطة ابولين الفلسطيني لترطيب البشرة","900 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/27124/felastini-cnc.jpg"
"1786188192-20","https://sawa9ly.app/category/13?page=6","","Masque Respiratoire de Premiers Secours Entraîneur Cardio-Pulmonaire","2,200 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/26926/Masque-respiratoire-CNC.jpg"
"1786188188-2","https://sawa9ly.app/category/13?page=5","","Trousse de maquillage 2en1 compacte avec plusieurs compartiments","2,600 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/35706/Faith-cnc.jpg"
"1786188188-3","https://sawa9ly.app/category/13?page=5","","Réveil Chambres d’enfants Doté d’une Fonction Snooze","3,200 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/35463/Alarm-Silicone-cnc.jpg"
"1786188188-4","https://sawa9ly.app/category/13?page=5","","Eva Manteau imperméable à capuche – Rose","650 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/35245/Disgne-1090.jpg"
"1786188188-5","https://sawa9ly.app/category/13?page=5","","Rasoir Électrique Anti Peluches Rechargeable Pour Vêtements","2,100 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/34341/Enzo-Fabric-Shaver-cnc-1.jpg"
"1786188188-6","https://sawa9ly.app/category/13?page=5","","Cobra Chauffage Électrique Économique 3 Résistance 1200W","5,300 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/33816/Cobra-cnc-1.jpg"
"1786188188-7","https://sawa9ly.app/category/13?page=5","","Lampe Frontale Rechargeable 2600mAh avec Capteur Mouvement","1,600 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/33661/W678-2-CNC.jpg"
"1786188188-8","https://sawa9ly.app/category/13?page=5","","Fausse Caméras de Vidéosurveillance à énergie Solaire avec Clignotant Rouge LED","2,600 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/33653/Fake-Cam-cnc.jpg"
"1786188188-9","https://sawa9ly.app/category/13?page=5","","Machine à Fixation de perles pour bricolage","2,800 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/33341/Machine-à-perles-cnc.jpg"
"1786188188-10","https://sawa9ly.app/category/13?page=5","","Répulsif pour animaux solaire à ultrasons et parasites en forme d'hibou","4,900 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/32726/Repulsif-Bouma-cnc.jpg"
"1786188188-11","https://sawa9ly.app/category/13?page=5","","Lampe D’ambiance LED RGB Multi-couleurs","1,400 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/32615/lampe-cham3a-cnc.jpg"
"1786188188-12","https://sawa9ly.app/category/13?page=5","","Horloge LED numérique avec affichage de la température","2,050 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/32246/RV-LED-CNC.jpg"
"1786188188-13","https://sawa9ly.app/category/13?page=5","","Tirelire automatique avec un mignon petit panda à l’intérieur","2,150 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/32234/Panda-Box-10.jpg"
"1786188188-14","https://sawa9ly.app/category/13?page=5","","Cagoule d’hiver pour moto avec capuche","1,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/31996/Cagoule-hiver-cnc.jpg"
"1786188188-15","https://sawa9ly.app/category/13?page=5","","Tirelire d’économie d’argent en pièces de monnaie réelles","3,100 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/31730/School-Bag-cnc.jpg"
"1786188188-16","https://sawa9ly.app/category/13?page=5","","Boîte à lunch électrique en Inox Capacité 1.05L","2,800 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/31253/حامل-الطعام-الكهربائي-(1).png"
"1786188188-17","https://sawa9ly.app/category/13?page=5","","Cagoule et Masque d’hiver complet pour Vélo, Moto, Ski","750 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/30051/Cagouole-cnc-(1).jpg"
"1786188188-18","https://sawa9ly.app/category/13?page=5","","Gants Thermiques Chaudes Hivernaux Cataphote Unisexe Screen Touch","1,350 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/30045/Gant-Thermique-cnc.jpg"
"1786188188-19","https://sawa9ly.app/category/13?page=5","","Magic Book réutilisable avec des dessins animés pour enfants et un stylo à eau","800 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/29410/Magic-book-invisible-cnccc.jpg"
"1786188188-20","https://sawa9ly.app/category/13?page=5","","Mini Sèche Ongles Lampe UV 24 W","1,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/29355/Seche-ongle-cnc.jpg"
"1786188183-2","https://sawa9ly.app/category/13?page=4","","Appareil de Massage Chauffant pour Jambes et Mollets - جهاز تدليك حراري متعدد الوظائف للساقين","4,600 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/42670/CALFMASSAGER-CNC.jpg"
"1786188183-3","https://sawa9ly.app/category/13?page=4","","Pointeur Laser Puissant Multifonctions 2000 Mètres - مصباح ليزر قوي للمسافات الطويلة متعدد الوظائف","2,350 دج","هذا المنتج غير متوفر حاليًا","https://sawaqli.fra1.cdn.digitaloceanspaces.com/42323/YLLASER303.jpg"
"1786188183-4","https://sawa9ly.app/category/13?page=4","","Gants Jetables TPE Sans Latex 300 Pièces – قفازات للاستعمال مرة واحدة","900 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/41679/100pcsgloves-CNC-(1).jpg"
"1786188183-5","https://sawa9ly.app/category/13?page=4","","Machine à Coudre Électrique Portable avec Table  – ماكينة خياطة كهربائية محمولة مع طاولة","3,950 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/41026/SM202A-CNC.jpg"
"1786188183-7","https://sawa9ly.app/category/13?page=4","","Lot de 7 organisateurs de valises - مجموعة حقائب السفر","1,900 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/40625/colorful-life-CNC.jpg"
"1786188183-8","https://sawa9ly.app/category/13?page=4","","Tapis de Prière Sultan Pliable avec Dossier – سجادة صلاة سلطان قابلة للطي مع مسند ظهر","2,650 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/40434/sajada2en1-(10).jpg"
"1786188183-9","https://sawa9ly.app/category/13?page=4","","Verrous de Sécurité pour Enfants 5pcs – أقفال أمان للأطفال","1,850 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/39738/BaytionChild-CNC-(1).jpg"
"1786188183-10","https://sawa9ly.app/category/13?page=4","","Allume Électrique Rechargeable – ولاعة كهربائية قابلة لإعادة الشحن","1,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/39700/MSDSLaser-(4).jpg"
"1786188183-11","https://sawa9ly.app/category/13?page=4","","Semelles Rehaussantes 4 Couches Réglables Unisexe – نعل لزيادة الطول بـ 4 طبقات قابلة للتعديل","2,400 دج","هذا المنتج غير متوفر حاليًا","https://sawaqli.fra1.cdn.digitaloceanspaces.com/39589/HeightShoe.jpg"
"1786188183-12","https://sawa9ly.app/category/13?page=4","","Lot de 50Pcs Bavettes jetables à trois couches - علبة كمامات سوداء","1,100 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/38895/bAVETTE-BLK-cnc.jpg"
"1786188183-13","https://sawa9ly.app/category/13?page=4","","Mini Sonnette d'Appel en Métal Antirouille pour Bureau – جرس نداء معدني صغير مقاوم للصدأ للمكتب","800 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/38627/QJ125-CNC.jpg"
"1786188183-14","https://sawa9ly.app/category/13?page=4","","Brosse de Nettoyage et Distributeur De Shampoing en Silicone – فرشاة الحمام من السيليكون","700 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/37531/Silicone-BR.jpg"
"1786188183-15","https://sawa9ly.app/category/13?page=4","","Applique Murale étanche LED 8W Lumière Blanc Chaud 6500K – مصباح جداري","1,900 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/36632/8w1.jpg"
"1786188183-16","https://sawa9ly.app/category/13?page=4","","Compteuse Automatique de Billets avec Détection UV – آلة عد النقود الأوتوماتيكية مع كشف الأشعة فوق البنفسجية","15,500 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/36615/كاشف-النقود-المزيفة.jpg"
"1786188183-19","https://sawa9ly.app/category/13?page=4","","Mixeur Broyeur à Glace Rechargeable Portable 600ml","2,850 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/36050/Juice-mix-cnc.jpg"
"1786188178-1","https://sawa9ly.app/category/13?page=3","","Brosse de Bain en Silicone pour Nettoyer le Corps – فرشاة الإستحمام من السيليكون","1,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/55220/Silica-Gel-cnc.jpg"
"1786188178-2","https://sawa9ly.app/category/13?page=3","","Stitch Blind Box Porte Clé Surprise avec des Couleurs Aléatoire – علبة دمية ستيتش","2,300 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/55158/Stitch-blind-box-CNC-600x600.jpg"
"1786188178-3","https://sawa9ly.app/category/13?page=3","","Règle de mesure de la taille des chaussures pour enfants – أداة قياس القدم للأطفال","650 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/54001/mesure-pied-cnc.jpeg"
"1786188178-4","https://sawa9ly.app/category/13?page=3","","Lanterne de Jardin Solaire avec Détecteur de Mouvement JF-8818 – مصباح خارجي يعمل بالطاقة الشمسية","2,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/53994/JF-8818-cnc.jpg"
